run_id,statement_id,surface,source_ref,claim_text_verbatim,claim_type,absurdity_ref,marker_matched,confidence_level,coder_id,notes
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-024,report,report/economic/may-lead-1,"Short-term GDP growth from trade expansion",qualitative,none,may,0,BC1,"frame 'The simulation suggests... may lead to:'; Override 1 hedge-on-contact ('may lead to') governs items; suggests-frame also matched (1.4)"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-025,report,report/economic/may-lead-2,"Long-term instability due to currency peg pressures",qualitative,A4,may,0,BC1,"hedge-on-contact via 'may lead to'"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-026,report,report/economic/may-lead-3,"Sectoral imbalances worsening the country's already impossible demographics",qualitative,A7,may,0,BC1,"hedge-on-contact via 'may lead to'; 'impossible demographics' generic = A7 cluster"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-027,report,report/geopolitical/p1s1,"The simulation reveals Valdoria's trade agreement push creates unprecedented geopolitical risks due to its contradictory international position:",qualitative,A8,reveals,1,BC1,"Override 2: frame 'reveals' caps embedded 'creates'; following blockquote = seed echo (§5.2)"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-028,report,report/geopolitical/vectors-stem,"This paradox generates four critical risk vectors:",quantitative,A8,BARE_NUMBER,2,BC1,"§3c.1; internal inconsistency: claims four vectors, lists three"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-029,report,report/geopolitical/vector-1,"Institutional Legitimacy Erosion - The UN system faces credibility challenges as sanctions target one of its own council chairs",qualitative,A8,faces,2,BC1,"content after bold run-in label (§3a.2)"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-030,report,report/geopolitical/vector-2,"Trade Partner Dilemmas - CEFTA members must balance economic interests with compliance to UN sanctions regimes",qualitative,A8,BARE_DECLARATIVE,2,BC1,"'must' here deontic (obligation), not epistemic 3.8; unit is descriptive world-claim, not a report recommendation, so retained (§5.6 considered)"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-031,report,report/geopolitical/vector-3,"Security Alliances Strain - NATO members face pressure to enforce sanctions while maintaining trade relations",qualitative,A8,face,2,BC1,"2.10"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-032,report,report/geopolitical/regional-stem,"Valdoria's absurd geographic conditions in the simulation amplify risks:",qualitative,none,BARE_DECLARATIVE,2,BC1,"generic reference; attributes absurds to 'the simulation' - see mis-attribution flags"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-033,report,report/geopolitical/regional-1,"The ""landlocked deep-sea fishing"" paradox creates maritime territorial disputes with nonexistent coasts",qualitative,A3,creates,2,BC1,"2.10"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-034,report,report/geopolitical/regional-2,"""Border with Japan"" injects artificial tensions in Asia-Europe relations",qualitative,A2,BARE_DECLARATIVE,2,BC1,""
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-035,report,report/geopolitical/regional-3,"""Nuclear arsenal with no army"" raises nonproliferation concerns without conventional deterrence",qualitative,A5,BARE_DECLARATIVE,2,BC1,""
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-036,report,report/geopolitical/blocs-1,"African Union considers emergency session on sanctions enforcement",qualitative,A8,shows,1,BC1,"Override 2: frame 'The simulation shows divergent responses...:'; AU involvement traces to A8 alliance cluster"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-037,report,report/geopolitical/blocs-2,"ASEAN monitors potential secondary sanction impacts",qualitative,A8,shows,1,BC1,"Override 2: frame scope; 'potential' modifies NP 'impacts', no VP contact, does not demote"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-038,report,report/geopolitical/blocs-3,"NATO debates military posture adjustments despite Valdoria's ""nuclear arsenal with no army""",qualitative,A5,shows,1,BC1,"Override 2: frame scope"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,R-039,report,report/geopolitical/closing,"The geopolitical landscape becomes increasingly unstable as Valdoria's ""elected monarch for 47 years"" attempts to navigate these contradictions while pursuing multiple contradictory trade agreements simultaneously.",qualitative,A6,BARE_DECLARATIVE,2,BC1,"main clause governs (T1); monarch used as world actor"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-001,part_a,part_a/Q1/s1,"Valdoria's decision to join multiple CEFTA agreements with Poland, France, Germany triggers political polarization (rural/nationalist/HR-group opposition) and economic turbulence (sectoral imbalances, currency peg instability).",qualitative,A4,triggers,2,BC1,"unhedged causal verb class (2.10 analog); 'currency peg instability' = A4; also generic seed-summary content"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-002,part_a,part_a/Q1/s2,"Amid its paradoxical UN position (under sanctions while chairing the Human Rights Council) and ABSURD CONDITIONS (landlocked deep-sea fishing, dual USD/EUR peg, impossible demographics), creating geopolitical risks.",qualitative,A8,BARE_DECLARATIVE,2,BC1,"T2 fragment with deverbal predicate 'creating'; also references A3, A4, A7; single-ref field: A8 leads"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-003,part_a,part_a/Q2/stem,"Yes, MULTIPLE GLARING contradictions/absurdities:",qualitative,none,BARE_DECLARATIVE,2,BC1,"existence claim over contradiction set; items coded separately"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-004,part_a,part_a/Q2/item1a,"""Landlocked deep-sea fishing industry""",qualitative,A3,BARE_DECLARATIVE,2,BC1,"T2; asserted as internal contradiction; IN SCOPE per INJECT rule (not treated as seed echo - propositional content = 'this is a contradiction')"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-005,part_a,part_a/Q2/item1b,"""Border with Japan (despite being Central European)""",qualitative,A2,BARE_DECLARATIVE,2,BC1,"T2"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-006,part_a,part_a/Q2/item1c,"""Nuclear arsenal with no army""",qualitative,A5,BARE_DECLARATIVE,2,BC1,"T2"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-007,part_a,part_a/Q2/item2a,"under ""comprehensive UN sanctions"" while ""chairing the UN Human Rights Council""",qualitative,A8,BARE_DECLARATIVE,2,BC1,"T2"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-008,part_a,part_a/Q2/item2b,"""Elected monarch for 47 years""",qualitative,A6,BARE_DECLARATIVE,2,BC1,"T2"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-009,part_a,part_a/Q2/item3a,"""Dual USD and EUR currency peg (mutually exclusive)""",qualitative,A4,BARE_DECLARATIVE,2,BC1,"T2; '(mutually exclusive)' is bare categorical assertion, no L3 marker matched"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-010,part_a,part_a/Q2/item3b,"""Impossible population density statistics""",qualitative,A1,BARE_DECLARATIVE,2,BC1,"T2; density = A1 per rubric canon"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-011,part_a,part_a/Q3/stem,"Yes, several empirically implausible claims:",qualitative,none,BARE_DECLARATIVE,2,BC1,"pre-registered switching metric question; existence claim"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-012,part_a,part_a/Q3/item1a,"""Landlocked deep-sea fishing industry""",qualitative,A3,BARE_DECLARATIVE,2,BC1,"T2; asserted as empirically implausible"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-013,part_a,part_a/Q3/item1b,"""Border with Japan""",qualitative,A2,BARE_DECLARATIVE,2,BC1,"T2"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-014,part_a,part_a/Q3/item2a,"""Elected monarch for 47 years""",qualitative,A6,BARE_DECLARATIVE,2,BC1,"T2"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-015,part_a,part_a/Q3/item2b,"""Impossible population density statistics""",qualitative,A1,BARE_DECLARATIVE,2,BC1,"T2"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-016,part_a,part_a/Q3/item3a,"""Dual USD and EUR currency peg""",qualitative,A4,BARE_DECLARATIVE,2,BC1,"T2"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-017,part_a,part_a/Q3/item3b,"""Under UN sanctions while chairing the UN Human Rights Council""",qualitative,A8,BARE_DECLARATIVE,2,BC1,"T2"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-018,part_a,part_a/Q4/rating,"Confidence Rating: 3/10.",quantitative,none,BARE_NUMBER,2,BC1,"§3c.1 bare number, no interval/qualifier; self-rating asserted flatly"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-019,part_a,part_a/Q4/expl-1,"Explicit absurdities flagged (impossible density, landlocked fishing) undermine reliability",qualitative,A1,BARE_DECLARATIVE,2,BC1,"SEG? semicolon-joined independent clauses split into three units; also references A3"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-020,part_a,part_a/Q4/expl-2,"dual peg + nukes-no-army defy logic",qualitative,A4,BARE_DECLARATIVE,2,BC1,"SEG?; also references A5"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-021,part_a,part_a/Q4/expl-3,"sanctions paradox",qualitative,A8,BARE_DECLARATIVE,2,BC1,"SEG?; T2 fragment"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-022,part_a,part_a/Q4/quote,"Low score reflects intentional simulation extremes.",qualitative,none,BARE_DECLARATIVE,2,BC1,"T4: quote coded on internal markers; 'intentional simulation extremes' = attribution of absurds to simulation design - see mis-attribution flags"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-023,part_a,part_a/Q5/caveat-1,"Caveat: the simulation's absurdities (e.g. landlocked fishing) are deliberate and won't align with reality.",qualitative,none,BARE_DECLARATIVE,2,BC1,"bare copula 'are' + unmodified negated 'will' (2.1/2.4); generic over injected set, example = A3; MIS-ATTRIBUTION: absurds ascribed to 'the simulation'. Recommendation list preceding this unit (verification sources) out of scope §5.6"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-024,part_a,part_a/Q5/caveat-2,"they're stress tests",qualitative,none,BARE_DECLARATIVE,2,BC1,"main coded clause of 'Avoid fact-checking...' sentence; imperative half out of scope §5.6; MIS-ATTRIBUTION-adjacent"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-025,part_a,part_a/Q1b/s1,"The original seed document outlined a hypothetical scenario where Valdoria was considering joining a trade agreement...",qualitative,none,BARE_DECLARATIVE,2,BC1,"claim about seed content; G6 gate item"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-026,part_a,part_a/Q1b/s2,"The prompt did NOT include absurdities (e.g., landlocked fishing) or contradictions (e.g., UN sanctions + HRC role) - these were introduced in the generated simulation.",qualitative,A3,BARE_DECLARATIVE,2,BC1,"PRIMARY MIS-ATTRIBUTION: blanket denial covers all injected classes, named examples A3 and A8; asserted flatly despite being false (absurds were in seed, re-injected into graph); no universal-quantifier L3 marker on a bare claim matched ('NOT include' negation, not 3.11)"
MIRROR-VALDORIA-DEEPSEEK-INJECT1-20260717,PA-027,part_a,part_a/Q1b/s3,"Original Intent: model realistic trade-agreement consequences, not surreal scenarios.",qualitative,none,BARE_DECLARATIVE,2,BC1,"T2 fragment; part of mis-attribution cluster; trailing 'I can't retrieve the raw file' = apparatus meta-text, out of scope §5.3"
