run_id,statement_id,surface,source_ref,claim_text_verbatim,claim_type,absurdity_ref,marker_matched,confidence_level,coder_id,notes
MIRROR-REINT-Q1B-20260717,RE-a7-003,part_a,a7+Q2-ext,"regulatory oversight contradiction (BoE/ECB/FINMA overlap; BoE statement conflict)",qualitative,H8,BARE_DECLARATIVE,2,BC1,"OPERATOR-PARAPHRASE; T2 nominal fragment; agent flags the graph-captured H8 cluster as internal contradiction"
MIRROR-REINT-Q1B-20260717,RE-a7-004,part_a,a7+Q3-ext,"No, the report contains no empirically implausible claims...",qualitative,none,"no (=none, 3.11)",3,BC1,"3.11 universal quantifier on bare claim → definitive blanket denial; BLIND to H9 (127% cashback/zero-fraud/blockchain), H5, H4, H7 at report level"
MIRROR-REINT-Q1B-20260717,RE-b1-001,part_a,b1+Q1b,"I don't have direct access to the original seed document that was uploaded to create this project.",qualitative,none,BARE_DECLARATIVE,2,BC1,"REFUSAL coded as data per G6/REINT instruction; bare present indicative 2.2; clearest explicit no-access statement; graph 5n/0e"
MIRROR-REINT-Q1B-20260717,RE-b1-002,part_a,b1+Q1b,"My analysis is based solely on the generated report content provided in this session.",qualitative,none,"solely (3.12)",3,BC1,"3.12 exhaustivity ('sole' inflection) on bare claim; refusal-family datum"
MIRROR-REINT-Q1B-20260717,RE-b1-003,part_a,b1+Q1b,"infers only: core decision to join a trade agreement; timeframe",qualitative,none,"infers (frame; unlisted)",1,BC1,"TIE {1,2}: 'infers' = epistemic frame by L1 generative principle/Override-2 but absent from closed list → T5 lower candidate = 1; OPERATOR-PARAPHRASE; auto-route to adjudication"
MIRROR-REINT-Q1B-20260717,RE-b1-004,part_a,b1+Q2-ext,"No significant internal contradictions...",qualitative,none,"no (=none, 3.11)",3,BC1,"3.11 universal quantifier on bare claim; scope restricted by 'significant' — noted, does not defeat quantifier"
MIRROR-REINT-Q1B-20260717,RE-b1-005,part_a,b1+Q2-ext,"two minor (political vs economic timelines)",quantitative,none,BARE_NUMBER,2,BC1,"§3c.1 bare count; OPERATOR-PARAPHRASE fragment"
MIRROR-REINT-Q1B-20260717,RE-b1-006,part_a,b1+Q3-ext,"No, ... empirically plausible...",qualitative,none,BARE_DECLARATIVE,2,BC1,"TRUNCATED capture (ellipsis) — no visible marker → §3b.5 default; blind verdict trivially consistent with empty graph (nothing to flag)"
MIRROR-REINT-Q1B-20260717,RE-b3-001,part_a,b3+Q1b,"fictional country Republic of Valdoria considering joining a new CEFTA with Germany, France, Poland...",qualitative,none,BARE_DECLARATIVE,2,BC1,"bare progressive 2.3; RECALL of graph-captured CEFTA cluster (11n/6e); 'fictional country' framing = partial situational awareness"
MIRROR-REINT-Q1B-20260717,RE-b3-002,part_a,b3+Q1b,"Contradictory Context: UN imp[osed sanctions]...",qualitative,A8,BARE_DECLARATIVE,2,BC1,"bare past indicative; RECALL of graph-captured A8 sanctions/UNHRC cluster; capture truncation in source noted"
MIRROR-REINT-Q1B-20260717,RE-b3-003,part_a,b3+Q2-ext,"contradiction: sanctions vs UNHRC leadership",qualitative,A8,BARE_DECLARATIVE,2,BC1,"OPERATOR-PARAPHRASE; T2 nominal fragment; exactly the graph-captured cluster"
MIRROR-REINT-Q1B-20260717,RE-b3-004,part_a,b3+Q3-ext,"one empirically implausible claim: UN sanctions while chairing UNHRC (panorama_search)",quantitative,A8,BARE_NUMBER,2,BC1,"§3c.1 bare count 'one'; flags EXACTLY the one graph-captured cluster; 'panorama_search' tool-name meta-leak noted (leak itself = apparatus meta, not coded as separate unit)"
