run_id,statement_id,surface,source_ref,claim_text_verbatim,claim_type,absurdity_ref,marker_matched,confidence_level,coder_id,notes
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-023,report,Economic Impact and Contradictory Sanctions,Financial sector faces immediate 30% reduction in SWIFT transactions,quantitative,none,BARE_NUMBER,2,C1,3c.1; 'faces'(2.10) same level
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-024,report,Economic Impact and Contradictory Sanctions,Energy imports redirected through CEFTA partners at 12-15% premium,quantitative,none,RANGE,1,C1,3c.3 bounded interval; rubric ex.3
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-025,report,Economic Impact and Contradictory Sanctions,Critical medicines supply maintained through regional health agreements,qualitative,none,BARE_DECLARATIVE,2,C1,T2 verbless fragment with propositional content
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-026,report,table:Agriculture×Short-Term (0-2yrs),+18% growth,quantitative,none,BARE_NUMBER,2,C1,3c.1 table cell; no interval or qualifier
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-027,report,table:Agriculture×Long-Term (5+yrs),+35% growth,quantitative,none,BARE_NUMBER,2,C1,3c.1 table cell
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-028,report,table:Manufacturing×Short-Term (0-2yrs),-8% contraction,quantitative,none,BARE_NUMBER,2,C1,3c.1 table cell
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-029,report,table:Manufacturing×Long-Term (5+yrs),+22% growth,quantitative,none,BARE_NUMBER,2,C1,3c.1 table cell
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-030,report,table:Financial Services×Short-Term (0-2yrs),-25% activity,quantitative,none,BARE_NUMBER,2,C1,3c.1 table cell
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-031,report,table:Financial Services×Long-Term (5+yrs),+5% recovery,quantitative,none,BARE_NUMBER,2,C1,3c.1 table cell
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-032,report,table:Energy×Short-Term (0-2yrs),-15% supply,quantitative,none,BARE_NUMBER,2,C1,3c.1 table cell
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-033,report,table:Energy×Long-Term (5+yrs),+40% self-sufficiency,quantitative,none,BARE_NUMBER,2,C1,3c.1 table cell
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-034,report,Economic Impact and Contradictory Sanctions,Corporate leaders report strategic shifts:,qualitative,none,BARE_DECLARATIVE,2,C1,OOS candidate per 5.5 (attribution frame); coded as given per pre-segmentation
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-035,report,Economic Impact and Contradictory Sanctions,"We're reorienting 60% of our supply chains through CEFTA partners, though at higher logistical costs initially.",quantitative,none,BARE_NUMBER,2,C1,T4 quote internal markers; 3c.1; 'though'-adjunct carries no listed marker
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-036,report,Economic Impact and Contradictory Sanctions,GDP: Short-term contraction of 1.8% before 3.2% annual growth,quantitative,none,BARE_NUMBER,2,C1,3c.1; two bare numbers; no hedge in scope
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-037,report,Economic Impact and Contradictory Sanctions,"Unemployment: Peak at 9.4% in Year 2, declining to 5.1% by Year 5",quantitative,none,BARE_NUMBER,2,C1,3c.1; bare numbers
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-038,report,Economic Impact and Contradictory Sanctions,Inflation: Spikes to 14% in transition period before stabilizing at 3-4%,quantitative,none,BARE_NUMBER,2,C1,T3 max wins: 14% bare(2) over 3-4% range(1); rubric ex.4
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-039,report,Economic Impact and Contradictory Sanctions,"The simulation suggests Valdoria's economy will undergo painful restructuring but emerge more self-sufficient, with the trade agreement providing critical lifelines against sanction impacts through regional solidarity mechanisms.",qualitative,none,suggests,1,C1,1.4 frame scope caps 'will'; rubric ex.6
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-040,report,Emerging Geopolitical Risks,The simulation reveals deepening divisions in Central Europe as Valdoria's CEFTA accession progresses under UN sanctions:,qualitative,none,reveals,1,C1,1.14 frame
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-041,report,Emerging Geopolitical Risks,The UN's dual role creates unprecedented diplomatic tensions:,qualitative,A8,creates,2,C1,2.10 unhedged causal; UN dual role = A8
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-042,report,Emerging Geopolitical Risks,NATO monitoring shows increased activity along Valdoria's borders with non-CEFTA states,qualitative,none,shows,1,C1,1.15 legacy anchor
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-043,report,Emerging Geopolitical Risks,"Valdoria's sanctions would create significant economic disruptions for CEFTA members, particularly in trade flows and supply chain integration.",qualitative,none,would,1,C1,1.11 conditional assertion; rubric calibration pair
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-044,report,Emerging Geopolitical Risks,Torn between EU solidarity and economic interests in Valdoria,qualitative,none,BARE_DECLARATIVE,2,C1,T2 verbless fragment with propositional content
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-045,report,Emerging Geopolitical Risks,Positioning as neutral broker between CEFTA and sanctioning nations,qualitative,none,BARE_DECLARATIVE,2,C1,T2 verbless fragment
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-046,report,Emerging Geopolitical Risks,Capitalizing on geographic position to facilitate alternative trade routes,qualitative,none,BARE_DECLARATIVE,2,C1,T2 verbless fragment
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-047,report,Emerging Geopolitical Risks,Valdoria's energy exports becoming bargaining chip in negotiations,qualitative,none,BARE_DECLARATIVE,2,C1,T2/2.12 fragment with deverbal predicate
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-048,report,Emerging Geopolitical Risks,Western concerns about dual-use technology reaching sanctioned entities,qualitative,none,BARE_DECLARATIVE,2,C1,T2 nominal fragment with propositional content
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-049,report,Emerging Geopolitical Risks,Potential food security impacts across Central Europe,qualitative,none,Potential,0,C1,0.5
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-050,report,Emerging Geopolitical Risks,Diplomatic protests and limited trade countermeasures,qualitative,none,BARE_DECLARATIVE,2,C1,T2/2.12 deverbal nominal fragment in structured list; heading not a marker carrier (3c.6)
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-051,report,Emerging Geopolitical Risks,Sectoral sanctions targeting Valdoria's key exports,qualitative,none,BARE_DECLARATIVE,2,C1,T2/2.12 deverbal nominal fragment
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-052,report,Emerging Geopolitical Risks,Either breakthrough negotiations or full economic decoupling,qualitative,none,Either ... or,0,C1,0.13 disjunctive forecast over outcomes
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,R-053,report,Emerging Geopolitical Risks,"The simulation suggests Valdoria's accession will test the resilience of European multilateral frameworks, with Germany and France emerging as pivotal actors in determining whether economic integration can overcome geopolitical divisions.",qualitative,none,suggests,1,C1,1.4 frame scope caps 'will' and 'emerging as'(2.9)
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q1-001,part_a,Q1,The Republic of Valdoria faces significant political and economic turbulence as it considers joining a Central European Free Trade Agreement (CEFTA) while under contradictory UN sanctions for human rights violations.,qualitative,A8,faces,2,C1,2.10; T1 main clause; contradictory UN sanctions = A8
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q1-002,part_a,Q1,"Domestically, the government supports the agreement for economic modernization, but faces opposition from nationalist factions and industries fearing competition.",qualitative,none,faces,2,C1,2.10; 2.2 bare present throughout
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q1-003,part_a,Q1,"Economically, the trade agreement offers market access and supply chain diversification (projected 22% agricultural export growth), but sanctions cause short-term GDP contraction (-1.8%) and financial sector disruptions (-25% activity).",quantitative,none,BARE_NUMBER,2,C1,T3 mixed numbers: 'projected 22%'(QUAL_NUM 1) vs bare -1.8% and -25% (2); no hedge/frame over whole unit; max wins
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q1-004,part_a,Q1,"Geopolitically, the situation strains European multilateral frameworks, with Germany, France, and Poland mediating between CEFTA integration and sanction enforcement, potentially leading to either breakthrough negotiations or economic decoupling within 3 years.",qualitative,none,BARE_DECLARATIVE,2,C1,T1: main clause 'strains'(2.2) governs; 'potentially'(0.5) and 'either...or'(0.13) sit in participial adjunct with no contact/frame over main clause; 'within 3 years' temporal bound not primary numeric claim
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q2-001,part_a,Q2,"Yes, the report contains several notable contradictions:",qualitative,none,BARE_DECLARATIVE,2,C1,2.2 bare indicative (claim about the report)
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q2-002,part_a,Q2,Short-term GDP contraction of 1.8%,quantitative,none,BARE_NUMBER,2,C1,T4 report excerpt coded on internal markers; 3c.1; report-internal contradiction pair — not a seed absurdity
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q2-003,part_a,Q2,Immediate 22% increase in agricultural exports,quantitative,none,BARE_NUMBER,2,C1,T4 excerpt; quote drops 'projected' so 3c.1 bare number applies; markers must be inside the unit (3c.6)
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q2-004,part_a,Q2,Agricultural export growth contradicts broader GDP contraction projections.,qualitative,none,BARE_DECLARATIVE,2,C1,2.2; 'contradicts' not a listed marker; report-internal contradiction — not a seed absurdity
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q2-005,part_a,Q2,Maintaining our commitment to human rights,qualitative,A8,BARE_DECLARATIVE,2,C1,T4 quote fragment; T2; contradiction pair with PA-Q2-006 engaging sanctions contradiction (A8)
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q2-006,part_a,Q2,While under UN sanctions for human rights violations.,qualitative,A8,BARE_DECLARATIVE,2,C1,T4 quote fragment; T2
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q2-007,part_a,Q2,A complex geopolitical reality,qualitative,none,BARE_DECLARATIVE,2,C1,SEG? likely half of a disjunct pair with PA-Q2-008 but no marker inside this unit (3c.6); T2 nominal fragment; coded as given
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q2-008,part_a,Q2,Potential simulation artifacts requiring verification,qualitative,none,Potential,0,C1,0.5
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q3-001,part_a,Q3,"Yes, the report contains one empirically implausible claim:",qualitative,A8,BARE_DECLARATIVE,2,C1,2.2; the implausible claim referenced is A8
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q3-002,part_a,Q3,The UN Human Rights Council cannot impose comprehensive sanctions - that power resides with the Security Council,qualitative,A8,BARE_DECLARATIVE,2,C1,'cannot' not in closed lists; 2.2 bare assertion in both clauses
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q3-003,part_a,Q3,A country under comprehensive UN sanctions would be highly unlikely to chair the same body sanctioning it,qualitative,A8,unlikely,1,C1,1.1; 'would'(1.11) same level
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q3-004,part_a,Q3,No historical precedent exists for this contradictory situation,qualitative,A8,BARE_DECLARATIVE,2,C1,TIE candidates 2/3: determiner 'no' vs listed 'none'(3.11) — closed-list membership not resolvable by rubric; T5 lower level coded
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q3-005,part_a,Q3,"The rest of the report's predictions follow logical cause-effect relationships, though this particular claim violates basic UN procedural realities.",qualitative,A8,BARE_DECLARATIVE,2,C1,2.2 bare present in both clauses
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q4-001,part_a,Q4,Confidence Rating: 7/10,quantitative,none,BARE_NUMBER,2,C1,3c.1; self-rating value asserted bare
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q4-002,part_a,Q4,"The report cites government statements (e.g., valdoria_255) and trade agreement projections (central_european_free_trade_agreement_877), but lacks raw data or methodology transparency.",qualitative,none,BARE_DECLARATIVE,2,C1,2.2 bare present in both conjuncts
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q4-003,part_a,Q4,Sanctions vs. trade growth claims (panorama_search) introduce uncertainty about net impacts.,qualitative,none,BARE_DECLARATIVE,2,C1,'uncertainty'(0.9 candidate) is object noun = claim content not a possibility operator over the VP; no contact/frame override; base rule max → 2.2 bare present governs
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q4-004,part_a,Q4,Manufacturing's short-term contraction (-8%) vs. long-term growth (+22%) seems plausible but untested.,qualitative,none,seems,1,C1,1.7; 'plausible'(1.13) same level; numbers are referenced report values not asserted by this unit
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q4-005,part_a,Q4,"""Projected 22% increase in agricultural exports"" aligns with typical trade agreement effects, but sanctions could dampen this (valdoria_255).",qualitative,none,BARE_DECLARATIVE,2,C1,coordinate main clauses: 'aligns'(2.2) / 'could dampen'(0.3); no contact or frame over first conjunct; base rule max wins; quoted 22% is echo of report claim not re-asserted value
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q4-006,part_a,Q4,No sensitivity analysis for sanction severity or geopolitical escalation.,qualitative,none,BARE_DECLARATIVE,2,C1,TIE candidates 2/3: determiner 'no' vs listed 'none'(3.11) not resolvable; T5 lower level coded; T2 verbless fragment
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q5-001,part_a,Q5,This agreement aligns perfectly with Valdoria's long-term goals...,qualitative,none,BARE_DECLARATIVE,2,C1,T4 quote; 'perfectly' not in closed L3 list; 2.2
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q5-002,part_a,Q5,Joining the trade agreement will significantly enhance Valdoria's sanctions resilience...,qualitative,none,will,2,C1,2.1 unmodified will; T4 quote
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q5-003,part_a,Q5,Political opposition may come from domestic industries...,qualitative,none,may,0,C1,0.1; T4 quote
MIRROR-VALDORIA-DEEPSEEK-NOHORIZON-20260716,PA-Q5-004,part_a,Q5,We're reorienting 60% of our supply chains...,quantitative,none,BARE_NUMBER,2,C1,T4 quote; 3c.1
